Airline,Airline Id,Origem,Origem Id,Destino,Destino Id,Rota,1
3U,4608,CGQ,4380,TSN,3368,,1
3U,4608,CKG,3393,CAN,3370,,1
3U,4608,CKG,3393,CGO,3375,,1
3U,4608,CKG,3393,CSX,3371,,1
3U,4608,CKG,3393,CTU,3395,,1
3U,4608,CKG,3393,CZX,4109,,1
3U,4608,CKG,3393,DLC,3404,,1
3U,4608,CKG,3393,DYG,6353,,1
3U,4608,CKG,3393,HAK,4120,,1
3U,4608,CKG,3393,HGH,3386,,1
3U,4608,CKG,3393,HKT,3179,,1
3U,4608,CKG,3393,INC,4085,,1
3U,4608,CKG,3393,KHN,3384,,1
3U,4608,CKG,3393,KMG,3382,,1
3U,4608,CKG,3393,LHW,3378,,1
3U,4608,CKG,3393,LJG,4033,,1
3U,4608,CKG,3393,LXA,4097,,1
3U,4608,CKG,3393,NGB,3387,,1
3U,4608,CKG,3393,NKG,3388,,1
3U,4608,CKG,3393,NNG,3373,,1
3U,4608,CKG,3393,PEK,3364,,1
3U,4608,CKG,3393,PVG,3406,,1
3U,4608,CKG,3393,PZI,6435,,1
3U,4608,CKG,3393,SWA,4302,,1
3U,4608,CKG,3393,SYD,3361,,1
3U,4608,CKG,3393,SYX,4030,,1
3U,4608,CKG,3393,SZX,3374,,1
3U,4608,CKG,3393,TNA,4108,,1
3U,4608,CKG,3393,TSA,2275,,1
3U,4608,CKG,3393,TSN,3368,,1
3U,4608,CKG,3393,TYN,3369,,1
3U,4608,CKG,3393,URC,3399,,1
3U,4608,CKG,3393,WUH,3376,,1
3U,4608,CKG,3393,WUX,6390,,1
3U,4608,CKG,3393,XIY,3379,,1
3U,4608,CKG,3393,XNN,6366,,1
3U,4608,CKG,3393,YIH,6361,,1
3U,4608,CKG,3393,ZHA,6357,,1
3U,4608,CSX,3371,CKG,3393,,1
3U,4608,CSX,3371,CTU,3395,,1
3U,4608,CSX,3371,FOC,3385,,1
3U,4608,CSX,3371,KMG,3382,,1
3U,4608,CSX,3371,SHE,4144,,1
3U,4608,CSX,3371,WNZ,6392,,1
3U,4608,CSX,3371,XMN,3383,,1
3U,4608,CTU,3395,CAN,3370,,1
3U,4608,CTU,3395,CGO,3375,,1
3U,4608,CTU,3395,CKG,3393,,1
3U,4608,CTU,3395,CSX,3371,,1
3U,4608,CTU,3395,DCY,9310,,1
3U,4608,CTU,3395,DSN,6434,,1
3U,4608,CTU,3395,HAK,4120,,1
3U,4608,CTU,3395,HDG,8407,,1
3U,4608,CTU,3395,HET,6345,,1
3U,4608,CTU,3395,HFE,3389,,1
3U,4608,CTU,3395,HGH,3386,,1
3U,4608,CTU,3395,HKG,3077,,1
3U,4608,CTU,3395,HKT,3179,,1
3U,4608,CTU,3395,ICN,3930,,1
3U,4608,CTU,3395,INC,4085,,1
3U,4608,CTU,3395,JHG,3381,,1
3U,4608,CTU,3395,JIQ,8781,,1
3U,4608,CTU,3395,JZH,4301,,1
3U,4608,CTU,3395,KHN,3384,,1
3U,4608,CTU,3395,KMG,3382,,1
3U,4608,CTU,3395,KOW,6379,,1
3U,4608,CTU,3395,KWE,3394,,1
3U,4608,CTU,3395,LHW,3378,,1
3U,4608,CTU,3395,LJG,4033,,1
3U,4608,CTU,3395,LUM,6376,,1
3U,4608,CTU,3395,LXA,4097,,1
3U,4608,CTU,3395,LZY,6402,,1
3U,4608,CTU,3395,MEL,3339,,1
3U,4608,CTU,3395,NKG,3388,,1
3U,4608,CTU,3395,NNG,3373,,1
3U,4608,CTU,3395,PEK,3364,,1
3U,4608,CTU,3395,PVG,3406,,1
3U,4608,CTU,3395,PZI,6435,,1
3U,4608,CTU,3395,SHE,4144,,1
3U,4608,CTU,3395,SJW,6347,,1
3U,4608,CTU,3395,SYX,4030,,1
3U,4608,CTU,3395,SZX,3374,,1
3U,4608,CTU,3395,TAO,3390,,1
3U,4608,CTU,3395,TNA,4108,,1
3U,4608,CTU,3395,TSA,2275,,1
3U,4608,CTU,3395,TSN,3368,,1
3U,4608,CTU,3395,TYN,3369,,1
3U,4608,CTU,3395,URC,3399,,1
3U,4608,CTU,3395,WNZ,6392,,1
3U,4608,CTU,3395,WUH,3376,,1
3U,4608,CTU,3395,WUX,6390,,1
3U,4608,CTU,3395,WXN,6403,,1
3U,4608,CTU,3395,XIC,3396,,1
3U,4608,CTU,3395,XIY,3379,,1
3U,4608,CTU,3395,XMN,3383,,1
3U,4608,CTU,3395,XNN,6366,,1
3U,4608,CTU,3395,XUZ,4149,,1
3U,4608,CTU,3395,YIH,6361,,1
3U,4608,CTU,3395,YTY,8876,,1
3U,4608,CZX,4109,CKG,3393,,1
3U,4608,CZX,4109,HRB,3400,,1
3U,4608,CZX,4109,XMN,3383,,1
3U,4608,CZX,4109,ZUH,6355,,1
3U,4608,DAT,6344,TYN,3369,,1
3U,4608,DCY,9310,CTU,3395,,1
3U,4608,DLC,3404,CKG,3393,,1
3U,4608,DLC,3404,HGH,3386,,1
3U,4608,DLC,3404,HRB,3400,,1
3U,4608,DLC,3404,TNA,4108,,1
3U,4608,DLC,3404,XUZ,4149,,1
3U,4608,DNH,4308,LHW,3378,,1
3U,4608,DSN,6434,CTU,3395,,1
3U,4608,DSN,6434,SHE,4144,,1
3U,4608,DYG,6353,CKG,3393,,1
3U,4608,DYG,6353,NKG,3388,,1
3U,4608,FOC,3385,CSX,3371,,1
3U,4608,FOC,3385,XIY,3379,,1
3U,4608,GXH,9311,LXA,4097,,1
3U,4608,GXH,9311,XIY,3379,,1
3U,4608,HAK,4120,CKG,3393,,1
3U,4608,HAK,4120,CTU,3395,,1
3U,4608,HAK,4120,HGH,3386,,1
3U,4608,HAK,4120,NGB,3387,,1
3U,4608,HAK,4120,ZUH,6355,,1
3U,4608,HDG,8407,CTU,3395,,1
3U,4608,HET,6345,CTU,3395,,1
3U,4608,HFE,3389,CTU,3395,,1
3U,4608,HGH,3386,CGO,3375,,1
3U,4608,HGH,3386,CKG,3393,,1
3U,4608,HGH,3386,CTU,3395,,1
3U,4608,HGH,3386,DLC,3404,,1
3U,4608,HGH,3386,HAK,4120,,1
3U,4608,HGH,3386,KWE,3394,,1
3U,4608,HGH,3386,TSN,3368,,1
3U,4608,HGH,3386,TYN,3369,,1
3U,4608,HKG,3077,CTU,3395,,1
3U,4608,HKG,3077,YIH,6361,,1
3U,4608,HKG,3077,ZHA,6357,,1
3U,4608,HKT,3179,CKG,3393,,1
3U,4608,HKT,3179,CTU,3395,,1
3U,4608,HRB,3400,CGO,3375,,1
3U,4608,HRB,3400,CZX,4109,,1
3U,4608,HRB,3400,DLC,3404,,1
3U,4608,HRB,3400,INC,4085,,1
3U,4608,HRB,3400,NGB,3387,,1
3U,4608,HRB,3400,NKG,3388,,1
3U,4608,HRB,3400,NZH,6954,,1
3U,4608,HRB,3400,SJW,6347,,1
3U,4608,HRB,3400,TNA,4108,,1
3U,4608,HRB,3400,TSN,3368,,1
3U,4608,HRB,3400,WNZ,6392,,1
3U,4608,HRB,3400,WUH,3376,,1
3U,4608,HRB,3400,XIY,3379,,1
3U,4608,HRB,3400,XUZ,4149,,1
3U,4608,ICN,3930,CTU,3395,,1
3U,4608,INC,4085,CKG,3393,,1
3U,4608,INC,4085,CTU,3395,,1
3U,4608,INC,4085,HRB,3400,,1
3U,4608,INC,4085,KWL,3372,,1
3U,4608,JGN,6432,LHW,3378,,1
3U,4608,JHG,3381,CTU,3395,,1
3U,4608,JHG,3381,KMG,3382,,1
3U,4608,JIQ,8781,CTU,3395,,1
3U,4608,JJN,6386,KWE,3394,,1
3U,4608,JJN,6386,WUH,3376,,1
3U,4608,JZH,4301,CTU,3395,,1
3U,4608,KHG,3397,URC,3399,,1
3U,4608,KHN,3384,CKG,3393,,1
3U,4608,KHN,3384,CTU,3395,,1
3U,4608,KHN,3384,KMG,3382,,1
3U,4608,KHN,3384,NGB,3387,,1
3U,4608,KMG,3382,CGO,3375,,1
3U,4608,KMG,3382,CKG,3393,,1
3U,4608,KMG,3382,CSX,3371,,1
3U,4608,KMG,3382,CTU,3395,,1
3U,4608,KMG,3382,JHG,3381,,1
3U,4608,KMG,3382,KHN,3384,,1
3U,4608,KMG,3382,KWE,3394,,1
3U,4608,KMG,3382,LUM,6376,,1
3U,4608,KMG,3382,NGB,3387,,1
3U,4608,KMG,3382,NKG,3388,,1
3U,4608,KMG,3382,TAO,3390,,1
3U,4608,KMG,3382,TNA,4108,,1
3U,4608,KMG,3382,TPE,2276,,1
3U,4608,KMG,3382,WXN,6403,,1
3U,4608,KMG,3382,XIY,3379,,1
3U,4608,KMG,3382,XMN,3383,,1
3U,4608,KMG,3382,XUZ,4149,,1
3U,4608,KOW,6379,CTU,3395,,1
3U,4608,KOW,6379,XMN,3383,,1
3U,4608,KWE,3394,CTU,3395,,1
3U,4608,KWE,3394,HGH,3386,,1
3U,4608,KWE,3394,JJN,6386,,1
3U,4608,KWE,3394,KMG,3382,,1
3U,4608,KWE,3394,LHW,3378,,1
3U,4608,KWE,3394,SYX,4030,,1
3U,4608,KWE,3394,WNZ,6392,,1
3U,4608,KWE,3394,XUZ,4149,,1
3U,4608,KWL,3372,INC,4085,,1
3U,4608,KWL,3372,SJW,6347,,1
3U,4608,KWL,3372,SYX,4030,,1
3U,4608,LHW,3378,CKG,3393,,1
3U,4608,LHW,3378,CTU,3395,,1
3U,4608,LHW,3378,DNH,4308,,1
3U,4608,LHW,3378,JGN,6432,,1
3U,4608,LHW,3378,KWE,3394,,1
3U,4608,LHW,3378,TSN,3368,,1
3U,4608,LJG,4033,CKG,3393,,1
3U,4608,LJG,4033,CTU,3395,,1
3U,4608,LJG,4033,MIG,6400,,1
3U,4608,LUM,6376,CTU,3395,,1
3U,4608,LUM,6376,KMG,3382,,1
3U,4608,LXA,4097,CKG,3393,,1
3U,4608,LXA,4097,CTU,3395,,1
3U,4608,LXA,4097,GXH,9311,,1
3U,4608,LXA,4097,XIY,3379,,1
3U,4608,LXA,4097,XNN,6366,,1
3U,4608,LYI,6385,XIY,3379,,1
3U,4608,LZY,6402,CTU,3395,,1
3U,4608,MEL,3339,CTU,3395,,1
3U,4608,MIG,6400,LJG,4033,,1
3U,4608,MIG,6400,NKG,3388,,1
3U,4608,MIG,6400,SYX,4030,,1
3U,4608,MIG,6400,XNN,6366,,1
3U,4608,NGB,3387,CKG,3393,,1
3U,4608,NGB,3387,HAK,4120,,1
3U,4608,NGB,3387,HRB,3400,,1
3U,4608,NGB,3387,KHN,3384,,1
3U,4608,NGB,3387,KMG,3382,,1
3U,4608,NGB,3387,SHE,4144,,1
3U,4608,NGB,3387,SYX,4030,,1
3U,4608,NKG,3388,CGQ,4380,,1
3U,4608,NKG,3388,CKG,3393,,1
3U,4608,NKG,3388,CTU,3395,,1
3U,4608,NKG,3388,DYG,6353,,1
3U,4608,NKG,3388,HRB,3400,,1
3U,4608,NKG,3388,KMG,3382,,1
3U,4608,NKG,3388,MIG,6400,,1
3U,4608,NKG,3388,SYX,4030,,1
3U,4608,NNG,3373,CKG,3393,,1
3U,4608,NNG,3373,CTU,3395,,1
3U,4608,NNG,3373,SGN,3205,,1
3U,4608,NNG,3373,WUH,3376,,1
3U,4608,NTG,5475,WUH,3376,,1
3U,4608,NZH,6954,HRB,3400,,1
3U,4608,PEK,3364,CKG,3393,,1
3U,4608,PEK,3364,CTU,3395,,1
3U,4608,PEK,3364,WXN,6403,,1
3U,4608,PEK,3364,ZHY,8043,,1
3U,4608,PVG,3406,CKG,3393,,1
3U,4608,PVG,3406,CTU,3395,,1
3U,4608,PVG,3406,SPN,2244,,1
3U,4608,PZI,6435,CKG,3393,,1
3U,4608,PZI,6435,CTU,3395,,1
3U,4608,SGN,3205,NNG,3373,,1
3U,4608,SHE,4144,CSX,3371,,1
3U,4608,SHE,4144,CTU,3395,,1
3U,4608,SHE,4144,DSN,6434,,1
3U,4608,SHE,4144,NGB,3387,,1
3U,4608,SHE,4144,TYN,3369,,1
3U,4608,SHE,4144,XUZ,4149,,1
3U,4608,SHE,4144,YVR,156,,1
3U,4608,SJW,6347,CTU,3395,,1
3U,4608,SJW,6347,HRB,3400,,1
3U,4608,SJW,6347,KWL,3372,,1
3U,4608,SPN,2244,CAN,3370,,1
3U,4608,SPN,2244,PVG,3406,,1
3U,4608,SWA,4302,CKG,3393,,1
